var1,var2,var3,var4,var5,prob_label
B,C,C,D,E,0.3
B,B,E,B,E,0.09
E,B,B,B,A,0.3
B,D,E,A,E,0.09
E,A,A,C,A,0.3
B,E,E,A,D,0.09
B,E,D,A,D,0.3
B,B,D,E,C,0.3
C,A,D,D,D,1
C,D,A,D,B,1
B,B,B,D,B,1
C,E,B,B,E,0.09
E,A,A,D,B,0.3
D,E,C,C,C,0.3
B,B,E,E,D,0.09
C,A,B,B,B,1
E,C,E,A,C,0.09
B,B,A,D,E,0.3
D,B,A,C,B,1
B,B,A,D,A,1
D,A,D,D,E,0.3
A,B,B,C,E,0.3
B,A,B,B,B,1
E,B,D,D,C,0.3
E,A,B,A,D,0.3
B,C,D,B,C,1
B,A,A,D,A,1
A,D,C,E,A,0.3
A,A,D,E,B,0.3
B,E,C,A,C,0.3
C,B,A,E,C,0.3
B,A,B,B,A,1
B,D,B,A,E,0.3
B,B,E,D,C,0.3
C,C,D,B,C,1
B,D,C,D,C,1
D,C,E,D,D,0.3
D,C,D,B,A,1
A,A,C,B,B,1
E,A,B,E,E,0.027
D,C,D,C,E,0.3
B,C,B,C,D,1
A,C,C,D,D,1
E,D,C,B,E,0.09
B,A,B,A,B,1
D,B,D,C,C,1
B,A,D,B,C,1
C,E,C,D,E,0.09
E,E,A,B,D,0.09
D,D,C,C,E,0.3
D,A,E,C,B,0.3
C,C,E,C,A,0.3
D,B,C,E,A,0.3
A,C,C,E,C,0.3
A,C,E,B,C,0.3
E,C,B,B,A,0.3
D,D,A,E,C,0.3
E,D,E,B,A,0.09
E,C,A,C,A,0.3
C,A,E,E,C,0.09
A,B,B,A,D,1
D,C,D,D,E,0.3
A,C,E,E,E,0.027
E,C,D,A,C,0.3
A,E,B,B,C,0.3
A,B,D,E,E,0.09
C,E,E,D,A,0.09
D,D,E,A,E,0.09
E,A,E,D,E,0.027
B,A,D,D,C,1
E,E,B,C,D,0.09
C,E,E,B,D,0.09
A,C,A,B,E,0.3
D,D,A,C,A,1
A,A,D,B,B,1
C,C,B,E,A,0.3
C,A,A,B,A,1
D,A,B,A,E,0.3
B,D,E,A,A,0.3
E,B,E,D,A,0.09
E,A,E,E,A,0.027
A,D,A,A,A,1
B,D,B,E,D,0.3
D,C,C,A,E,0.3
A,E,A,B,D,0.3
D,E,E,B,A,0.09
E,D,D,D,E,0.09
D,D,D,A,D,1
B,E,A,C,C,0.3
D,C,B,E,B,0.3
E,D,D,C,A,0.3
C,A,A,D,A,1
A,A,B,B,C,1
D,A,C,E,E,0.09
E,E,B,D,C,0.09
A,A,B,B,B,1
D,E,C,A,C,0.3
E,B,A,A,D,0.3
E,A,C,E,C,0.09
E,E,D,B,C,0.09
E,E,D,E,C,0.027
B,D,A,E,D,0.3
C,D,B,B,C,1
A,D,B,E,A,0.3
D,C,E,B,D,0.3
C,C,C,D,B,1
B,A,E,C,B,0.3
A,C,A,D,D,1
D,E,E,A,D,0.09
D,E,C,D,B,0.3
D,C,D,E,E,0.09
B,A,C,D,E,0.3
B,A,D,C,E,0.3
B,D,D,D,D,1
E,A,D,D,D,0.3
B,B,B,A,E,0.3
E,E,A,C,B,0.09
A,A,D,B,E,0.3
B,B,E,A,E,0.09
A,E,E,C,A,0.09
B,E,B,C,C,0.3
A,D,A,C,C,1
B,E,B,E,A,0.09
B,C,A,D,E,0.3
B,C,A,E,D,0.3
B,E,C,B,D,0.3
C,C,D,E,E,0.09
E,A,A,B,A,0.3
D,B,D,C,E,0.3
C,B,A,B,C,1
A,E,C,B,C,0.3
E,C,C,A,C,0.3
C,E,C,E,A,0.09
C,B,D,D,D,1
D,D,E,E,E,0.027
B,D,D,E,B,0.3
D,C,E,C,A,0.3
A,C,E,D,A,0.3
D,A,D,D,E,0.3
C,A,B,D,B,1
A,C,C,D,C,1
C,A,C,D,D,1
A,D,B,E,D,0.3
B,C,A,D,C,1
E,A,B,A,E,0.09
D,C,A,A,A,1
B,C,B,A,C,1
D,B,E,E,A,0.09
E,A,E,A,E,0.027
E,B,A,E,E,0.027
E,A,B,E,A,0.09
C,C,D,E,B,0.3
A,A,B,D,B,1
C,D,C,E,B,0.3
B,B,C,C,C,1
A,E,D,A,A,0.3
D,B,B,D,D,1
A,A,B,E,E,0.09
C,B,A,D,B,1
B,A,E,E,B,0.09
D,A,C,C,E,0.3
E,C,D,A,A,0.3
A,D,A,D,D,1
E,B,B,D,E,0.09
C,C,D,A,A,1
A,A,E,B,D,0.3
D,B,A,D,E,0.3
E,D,B,B,E,0.09
D,D,B,A,D,1
C,A,D,B,B,1
B,B,D,C,B,1
E,E,E,E,A,0.0081
C,D,A,B,C,1
D,E,E,C,C,0.09
C,D,E,B,A,0.3
B,B,E,B,B,0.3
D,D,C,B,C,1
A,D,E,D,B,0.3
E,D,D,B,C,0.3
A,E,B,A,B,0.3
A,E,C,D,E,0.09
E,C,A,B,E,0.09
A,A,D,A,C,1
E,B,D,E,E,0.027
A,D,A,B,E,0.3
C,C,A,D,E,0.3
D,C,C,D,B,1
A,C,B,C,B,1
E,B,A,C,A,0.3
B,C,C,B,E,0.3
D,D,A,E,A,0.3
E,E,A,E,E,0.0081
B,D,A,A,A,1
C,B,D,B,A,1
E,C,C,B,B,0.3
A,B,C,A,A,1
B,C,B,D,A,1
E,D,C,D,C,0.3
B,C,A,A,B,1
E,D,E,E,C,0.027
E,C,C,D,B,0.3
A,B,E,E,E,0.027
E,E,D,D,E,0.027
D,B,D,E,B,0.3
B,A,E,A,C,0.3
E,C,D,D,D,0.3
B,E,D,E,A,0.09
D,D,C,E,B,0.3
D,A,B,E,E,0.09
C,D,E,E,A,0.09
A,D,C,B,C,1
D,B,A,D,E,0.3
B,B,C,E,E,0.09
C,B,C,C,A,1
C,A,E,C,B,0.3
A,A,B,E,B,0.3
C,A,A,D,D,1
C,E,E,E,E,0.0081
A,B,D,B,A,1
C,B,E,D,B,0.3
A,E,B,C,D,0.3
D,C,E,E,A,0.09
D,E,C,A,B,0.3
C,D,C,A,E,0.3
D,C,B,C,A,1
D,C,C,A,C,1
D,E,A,E,C,0.09
D,B,C,D,C,1
E,C,D,A,D,0.3
A,C,E,E,E,0.027
B,C,A,E,B,0.3
B,D,C,E,C,0.3
D,A,C,D,E,0.3
A,E,B,B,A,0.3
A,E,A,D,A,0.3
D,B,E,A,C,0.3
E,A,A,E,A,0.09
D,B,D,B,B,1
C,E,A,D,A,0.3
D,E,A,B,B,0.3
E,C,C,D,B,0.3
A,C,C,B,B,1
D,B,B,C,E,0.3
D,E,E,D,D,0.09
C,E,B,B,E,0.09
C,A,A,E,A,0.3
C,D,A,A,E,0.3
B,E,E,A,D,0.09
E,E,C,A,E,0.027
E,B,D,D,C,0.3
B,B,C,E,A,0.3
A,B,D,A,E,0.3
C,E,B,C,D,0.3
C,B,C,B,D,1
E,C,E,B,D,0.09
C,D,E,A,A,0.3
C,E,C,A,B,0.3
D,A,A,D,E,0.3
A,C,A,B,C,1
D,D,A,E,D,0.3
B,B,B,D,D,1
B,C,A,A,E,0.3
E,E,E,B,B,0.027
A,E,C,A,C,0.3
B,B,A,A,D,1
D,C,B,C,E,0.3
B,D,B,E,B,0.3
A,C,E,E,A,0.09
C,C,D,C,A,1
B,E,B,E,D,0.09
B,A,C,C,B,1
B,E,A,C,B,0.3
E,B,A,D,D,0.3
B,D,E,B,C,0.3
D,C,C,D,A,1
A,E,B,B,D,0.3
C,A,C,C,B,1
B,B,A,B,E,0.3
C,B,E,E,B,0.09
C,A,E,A,C,0.3
C,D,A,A,B,1
D,B,E,B,D,0.3
B,C,C,E,B,0.3
D,B,E,A,C,0.3
C,C,E,E,B,0.09
A,B,E,B,B,0.3
A,D,D,D,B,1
A,B,E,B,D,0.3
B,B,A,C,B,1
E,D,C,C,E,0.09
A,A,B,D,B,1
C,B,A,B,D,1
E,A,E,E,E,0.0081
E,B,C,A,D,0.3
D,B,A,C,C,1
E,A,A,A,C,0.3
E,A,C,E,A,0.09
C,B,C,C,D,1
D,E,E,A,C,0.09
C,E,A,A,E,0.09
B,C,C,B,B,1
D,D,A,D,C,1
E,D,D,C,E,0.09
D,C,E,C,C,0.3
D,C,D,C,E,0.3
C,D,E,A,A,0.3
C,B,E,E,E,0.027
D,A,D,A,A,1
E,B,D,E,D,0.09
C,E,D,A,D,0.3
B,C,C,C,D,1
C,C,A,C,D,1
D,A,B,B,C,1
B,B,C,E,E,0.09
B,E,E,C,D,0.09
A,C,A,E,A,0.3
A,E,A,D,C,0.3
B,E,D,D,A,0.3
B,E,D,C,B,0.3
C,D,E,E,C,0.09
B,D,D,D,E,0.3
A,E,A,B,A,0.3
E,B,B,D,D,0.3
B,D,C,C,C,1
A,A,A,A,A,1
D,A,B,D,A,1
C,D,E,E,D,0.09
C,D,C,E,E,0.09
A,D,A,A,D,1
D,C,A,B,B,1
A,E,C,A,D,0.3
A,D,A,A,E,0.3
B,A,D,C,D,1
C,A,E,D,B,0.3
B,D,D,E,E,0.09
C,D,A,A,B,1
C,C,B,B,D,1
B,E,A,A,D,0.3
E,B,D,D,A,0.3
E,B,A,E,B,0.09
C,C,B,B,C,1
A,C,A,C,B,1
E,B,B,C,D,0.3
B,B,E,D,E,0.09
D,D,C,B,B,1
E,A,B,E,E,0.027
E,E,B,B,B,0.09
E,C,E,D,B,0.09
C,E,A,E,A,0.09
A,B,A,C,A,1
E,D,E,C,C,0.09
D,B,A,B,A,1
B,C,B,C,C,1
D,E,D,E,A,0.09
D,E,A,D,C,0.3
D,E,D,B,C,0.3
B,A,A,B,C,1
B,B,C,E,D,0.3
C,D,B,E,D,0.3
E,D,A,B,E,0.09
E,A,C,E,B,0.09
D,C,A,D,D,1
E,B,B,D,E,0.09
B,D,A,B,E,0.3
B,A,C,E,B,0.3
C,B,C,E,C,0.3
E,B,C,A,E,0.09
E,B,A,D,D,0.3
D,B,D,A,D,1
B,A,B,E,C,0.3
A,D,E,E,E,0.027
E,E,E,D,A,0.027
B,D,B,A,C,1
E,A,A,E,E,0.027
B,B,B,D,D,1
E,E,E,D,A,0.027
A,A,A,B,D,1
C,D,B,C,C,1
D,D,D,B,E,0.3
D,C,A,A,D,1
D,E,E,A,A,0.09
C,E,D,A,D,0.3
A,A,B,A,E,0.3
C,C,B,A,C,1
E,A,A,A,D,0.3
A,E,D,C,E,0.09
E,D,A,D,B,0.3
B,C,C,A,D,1
A,B,B,C,E,0.3
B,C,A,E,D,0.3
B,C,E,B,C,0.3
E,B,E,B,C,0.09
C,D,C,B,C,1
A,E,E,C,D,0.09
D,B,A,D,E,0.3
E,A,E,D,E,0.027
E,B,A,C,B,0.3
C,B,B,C,D,1
B,E,D,C,C,0.3
C,B,C,D,B,1
E,A,A,D,A,0.3
B,B,E,C,E,0.09
A,A,D,E,D,0.3
B,D,C,A,C,1
E,C,A,D,A,0.3
D,E,B,C,B,0.3
A,D,C,E,C,0.3
A,C,A,E,A,0.3
E,B,B,C,D,0.3
D,E,E,E,A,0.027
C,B,D,B,B,1
A,E,C,D,D,0.3
B,A,C,D,B,1
D,C,E,D,E,0.09
A,B,C,A,A,1
A,B,A,D,C,1
B,E,C,B,C,0.3
A,A,C,E,A,0.3
E,E,A,D,E,0.027
C,E,B,A,D,0.3
B,E,E,B,C,0.09
C,C,D,D,B,1
C,E,E,C,E,0.027
E,D,A,B,E,0.09
C,D,E,A,A,0.3
B,C,D,B,D,1
C,A,A,C,B,1
D,B,C,A,A,1
C,D,E,C,A,0.3
E,A,D,A,A,0.3
A,E,D,B,A,0.3
D,D,B,E,B,0.3
C,E,A,E,A,0.09
E,E,D,D,E,0.027
A,B,D,D,E,0.3
A,B,A,A,A,1
E,D,C,A,B,0.3
B,B,D,E,A,0.3
E,E,A,A,B,0.09
E,B,D,C,A,0.3
D,D,B,C,D,1
C,C,C,D,D,1
A,D,E,D,D,0.3
B,D,D,C,A,1
C,D,A,B,C,1
A,B,D,B,A,1
E,E,A,C,B,0.09
D,C,A,D,C,1
B,D,D,E,A,0.3
A,E,C,D,A,0.3
A,C,C,A,C,1
E,E,A,A,B,0.09
A,C,E,B,B,0.3
E,E,B,C,E,0.027
D,E,A,A,A,0.3
B,B,C,A,C,1
E,B,B,E,A,0.09
C,E,D,D,C,0.3
A,A,A,C,E,0.3
C,A,E,C,A,0.3
A,B,E,E,D,0.09
C,E,A,A,D,0.3
A,B,A,E,B,0.3
D,A,A,B,A,1
C,A,A,B,A,1
B,C,E,B,E,0.09
C,A,E,C,B,0.3
E,B,A,E,E,0.027
A,A,A,E,C,0.3
E,B,B,D,A,0.3
A,C,B,D,E,0.3
B,C,E,E,C,0.09
E,A,A,C,D,0.3
B,B,C,C,B,1
B,A,E,D,B,0.3
E,D,C,E,B,0.09
C,A,C,B,B,1
D,A,E,B,C,0.3
D,D,B,D,D,1
E,C,A,C,E,0.09
E,D,E,B,B,0.09
D,A,E,E,C,0.09
A,B,A,E,B,0.3
A,B,D,B,D,1
C,B,E,B,D,0.3
B,A,D,E,E,0.09
A,A,D,B,C,1
D,A,B,C,E,0.3
B,D,C,E,E,0.09
E,E,D,E,E,0.0081
C,C,E,B,E,0.09
E,D,D,B,A,0.3
B,E,E,C,E,0.027
D,B,E,D,D,0.3
E,E,B,A,C,0.09
C,C,E,A,C,0.3
E,D,E,D,E,0.027
A,A,A,E,E,0.09
A,E,D,A,A,0.3
C,D,D,D,B,1
C,A,C,D,A,1
C,D,C,A,D,1
C,A,C,D,E,0.3
C,E,A,C,D,0.3
A,A,B,A,B,1
C,E,B,D,C,0.3
E,C,C,A,A,0.3
A,E,E,B,C,0.09
A,D,B,A,E,0.3
A,B,C,C,A,1
E,A,E,E,D,0.027
D,E,B,C,E,0.09
A,B,C,E,B,0.3
B,B,E,A,D,0.3
C,C,D,E,D,0.3
B,E,B,E,E,0.027
C,C,D,B,A,1
A,C,A,D,B,1
C,A,A,E,A,0.3
B,D,B,B,A,1
A,E,C,C,A,0.3
C,E,A,D,E,0.09
E,A,B,E,E,0.027
B,C,C,D,E,0.3
D,C,B,D,B,1
B,E,C,C,D,0.3
E,A,E,E,E,0.0081
B,B,D,A,C,1
A,D,B,B,E,0.3
A,B,C,B,A,1
E,C,D,B,A,0.3
C,D,C,E,C,0.3
A,C,C,D,D,1
B,B,B,E,C,0.3
A,C,B,D,D,1
E,D,E,B,C,0.09
D,E,C,B,B,0.3
D,D,B,B,E,0.3
C,B,D,C,B,1
A,B,B,C,C,1
B,C,A,D,D,1
E,C,A,D,D,0.3
A,D,A,E,D,0.3
D,D,C,E,C,0.3
C,A,C,C,B,1
B,D,A,C,B,1
C,E,D,B,D,0.3
B,C,E,B,D,0.3
A,C,E,D,E,0.09
C,B,C,B,C,1
A,C,A,C,E,0.3
D,D,D,B,A,1
A,C,B,B,E,0.3
C,E,A,E,D,0.09
E,C,E,D,B,0.09
C,A,D,E,D,0.3
D,D,A,D,B,1
D,E,A,A,C,0.3
D,D,E,B,C,0.3
C,C,C,D,E,0.3
C,A,A,C,E,0.3
B,C,A,C,E,0.3
C,B,D,D,B,1
B,E,D,C,B,0.3
E,A,B,A,D,0.3
E,A,B,D,D,0.3
C,C,D,B,E,0.3
E,E,E,C,C,0.027
C,C,D,A,A,1
B,E,B,E,C,0.09
E,C,D,B,E,0.09
E,C,E,B,C,0.09
E,D,D,E,C,0.09
C,A,A,C,B,1
A,B,D,A,A,1
E,B,A,A,C,0.3
B,B,B,C,D,1
A,C,E,D,C,0.3
E,D,A,C,C,0.3
C,A,E,C,E,0.09
B,D,C,E,B,0.3
E,D,B,A,C,0.3
E,A,B,D,B,0.3
B,E,B,A,C,0.3
E,E,D,D,A,0.09
E,B,A,D,C,0.3
C,C,C,B,B,1
A,B,A,E,B,0.3
C,E,E,C,C,0.09
E,C,C,C,D,0.3
A,B,E,A,C,0.3
E,D,A,B,C,0.3
C,B,C,C,C,1
B,A,C,E,E,0.09
B,A,B,A,B,1
C,D,E,C,A,0.3
B,E,B,D,A,0.3
C,E,B,A,E,0.09
B,E,D,A,D,0.3
B,C,E,B,D,0.3
A,E,E,E,C,0.027
D,A,C,A,A,1
B,C,C,E,E,0.09
E,E,B,B,C,0.09
E,E,A,D,A,0.09
B,A,E,C,B,0.3
E,E,A,E,D,0.027
E,B,E,B,E,0.027
C,B,B,A,B,1
D,C,E,E,C,0.09
A,B,C,A,E,0.3
B,D,C,E,E,0.09
A,B,C,C,A,1
E,B,B,D,B,0.3
D,C,E,A,B,0.3
C,B,E,D,E,0.09
E,E,C,D,A,0.09
A,D,C,D,E,0.3
C,D,B,B,E,0.3
B,C,C,D,C,1
B,C,E,C,B,0.3
D,E,A,D,A,0.3
C,A,D,C,A,1
C,B,C,E,C,0.3
A,C,B,E,B,0.3
E,E,B,D,A,0.09
D,C,C,B,A,1
B,A,A,D,B,1
E,D,A,A,D,0.3
D,E,B,D,B,0.3
B,C,B,C,D,1
E,B,D,B,E,0.09
B,E,B,A,E,0.09
B,C,D,B,A,1
E,E,A,E,E,0.0081
A,A,E,B,D,0.3
E,D,C,E,D,0.09
E,A,C,E,D,0.09
B,A,D,D,E,0.3
A,C,B,D,D,1
C,A,C,B,E,0.3
A,A,C,E,E,0.09
C,A,B,B,A,1
C,C,C,D,E,0.3
D,C,B,C,E,0.3
E,C,B,E,C,0.09
D,C,E,B,E,0.09
E,D,C,B,E,0.09
B,E,C,D,B,0.3
B,C,A,A,B,1
E,B,A,B,C,0.3
E,E,B,E,E,0.0081
D,C,E,C,D,0.3
C,B,D,A,A,1
E,B,D,A,A,0.3
B,A,D,B,C,1
B,A,C,D,C,1
D,A,D,D,D,1
B,C,E,E,A,0.09
E,B,C,A,E,0.09
D,A,C,B,D,1
E,D,B,C,E,0.09
B,A,E,C,C,0.3
D,E,D,A,A,0.3
D,B,B,C,A,1
A,B,A,E,A,0.3
D,C,E,C,E,0.09
B,B,E,D,E,0.09
B,E,E,A,B,0.09
C,D,A,C,A,1
A,B,E,E,C,0.09
C,C,A,D,E,0.3
D,E,B,B,A,0.3
E,E,B,C,A,0.09
C,C,C,C,C,1
A,E,B,C,A,0.3
A,E,B,C,A,0.3
A,A,B,A,D,1
B,A,B,B,B,1
B,A,A,E,C,0.3
D,A,B,E,C,0.3
A,D,E,C,B,0.3
E,E,E,B,C,0.027
D,C,A,C,C,1
C,A,C,E,B,0.3
D,B,A,E,B,0.3
C,D,E,D,D,0.3
C,B,C,E,B,0.3
D,A,B,B,A,1
D,A,A,D,D,1
A,B,D,B,B,1
D,B,C,B,B,1
D,C,E,B,B,0.3
C,E,B,D,D,0.3
D,A,E,A,A,0.3
E,C,B,C,A,0.3
E,D,E,B,D,0.09
E,C,D,E,E,0.027
B,C,C,B,E,0.3
E,E,D,C,E,0.027
E,E,A,B,D,0.09
C,E,A,E,C,0.09
D,B,A,A,E,0.3
E,D,E,A,C,0.09
B,D,C,D,B,1
D,A,D,C,E,0.3
E,E,E,E,E,0.00243
A,D,B,B,C,1
E,C,E,D,C,0.09
E,D,A,C,D,0.3
B,A,E,D,C,0.3
A,C,B,A,D,1
B,E,A,A,E,0.09
D,C,B,E,C,0.3
B,C,E,E,E,0.027
E,C,D,D,D,0.3
B,D,D,A,B,1
E,B,B,E,A,0.09
C,E,A,D,B,0.3
B,E,B,E,C,0.09
B,C,D,C,A,1
C,A,D,C,E,0.3
B,E,A,A,E,0.09
C,B,C,A,E,0.3
E,B,B,D,A,0.3
D,C,D,E,C,0.3
B,A,A,E,B,0.3
A,B,D,E,D,0.3
D,E,A,D,D,0.3
C,B,C,B,D,1
E,B,C,C,A,0.3
A,E,C,A,B,0.3
C,D,E,E,C,0.09
B,B,B,C,E,0.3
D,E,D,C,E,0.09
D,A,D,E,E,0.09
D,D,E,B,D,0.3
B,A,C,C,C,1
E,C,D,C,C,0.3
C,B,C,A,E,0.3
C,A,D,E,C,0.3
E,B,E,A,E,0.027
C,C,C,A,D,1
B,E,B,E,B,0.09
B,C,B,E,B,0.3
E,E,E,B,B,0.027
E,D,E,E,E,0.0081
C,B,B,B,A,1
E,C,A,A,E,0.09
C,C,B,E,C,0.3
E,A,C,A,A,0.3
B,A,B,B,D,1
B,B,E,C,E,0.09
B,D,B,C,E,0.3
C,C,E,D,A,0.3
B,D,C,E,C,0.3
C,C,C,A,E,0.3
A,D,C,E,B,0.3
D,C,E,D,A,0.3
A,C,B,A,A,1
D,B,A,B,D,1
E,E,A,B,C,0.09
B,C,D,C,B,1
E,D,B,D,C,0.3
E,C,B,B,C,0.3
A,A,D,E,B,0.3
E,C,E,E,B,0.027
A,D,C,A,B,1
D,B,D,E,E,0.09
C,E,A,B,B,0.3
E,E,C,A,E,0.027
A,E,E,B,E,0.027
D,C,C,D,C,1
E,A,B,B,C,0.3
C,A,C,A,C,1
E,B,A,C,E,0.09
E,E,A,E,D,0.027
E,D,C,B,B,0.3
E,B,E,D,A,0.09
C,C,D,B,D,1
E,E,C,A,E,0.027
C,A,A,A,A,1
B,D,E,D,A,0.3
A,D,D,E,A,0.3
A,B,B,B,B,1
E,C,B,A,E,0.09
A,B,A,B,A,1
B,C,D,A,B,1
C,E,D,A,C,0.3
B,E,E,E,A,0.027
B,B,C,C,A,1
D,D,C,A,B,1
A,B,B,A,E,0.3
A,A,D,E,B,0.3
A,B,B,C,B,1
E,C,B,E,C,0.09
A,B,D,E,A,0.3
D,B,D,D,A,1
E,D,E,E,C,0.027
C,E,D,B,C,0.3
E,B,B,C,E,0.09
C,A,C,D,C,1
C,E,E,D,B,0.09
E,D,B,E,D,0.09
D,B,B,D,D,1
B,A,D,E,D,0.3
B,E,A,D,A,0.3
E,A,A,E,E,0.027
E,A,C,C,B,0.3
D,B,E,A,E,0.09
A,E,E,B,E,0.027
E,E,B,E,E,0.0081
A,A,D,B,C,1
A,A,B,D,B,1
A,D,A,E,A,0.3
B,A,B,E,B,0.3
C,B,E,B,D,0.3
A,A,C,D,D,1
C,E,B,C,D,0.3
C,C,C,C,A,1
D,D,C,E,A,0.3
C,D,A,D,B,1
E,B,B,B,A,0.3
E,E,B,C,A,0.09
A,C,B,C,E,0.3
B,B,B,B,C,1
E,A,D,C,C,0.3
C,B,B,C,B,1
E,E,C,C,C,0.09
B,D,B,A,D,1
E,E,D,D,E,0.027
B,E,B,C,E,0.09
A,C,B,D,B,1
A,C,A,C,D,1
A,E,A,E,C,0.09
B,D,E,C,A,0.3
A,E,D,D,B,0.3
E,B,A,D,D,0.3
E,B,C,D,A,0.3
D,A,C,A,A,1
A,C,D,B,A,1
D,E,C,A,D,0.3
E,C,B,B,B,0.3
C,B,B,E,A,0.3
E,E,B,A,C,0.09
B,D,D,B,A,1
B,B,A,E,B,0.3
A,C,C,C,C,1
D,D,D,B,E,0.3
B,B,D,E,E,0.09
D,A,C,B,C,1
D,B,D,B,C,1
C,D,D,D,D,1
D,A,B,B,C,1
B,B,B,E,D,0.3
C,C,B,C,B,1
B,B,D,A,E,0.3
D,C,A,C,D,1
C,D,D,C,C,1
A,B,A,D,A,1
E,A,B,C,A,0.3
B,B,D,E,E,0.09
B,D,C,E,C,0.3
C,A,C,A,C,1
E,C,D,E,D,0.09
C,B,E,E,C,0.09
E,B,E,E,E,0.0081
B,C,C,E,B,0.3
A,B,E,C,A,0.3
B,A,A,B,B,1
B,B,D,B,E,0.3
B,C,C,B,C,1
C,E,C,A,D,0.3
A,C,C,D,B,1
A,E,A,B,E,0.09
D,B,A,C,B,1
D,C,E,A,A,0.3
B,D,A,E,C,0.3
B,B,C,C,B,1
A,B,B,D,B,1
C,A,C,D,C,1
B,B,A,C,D,1
D,B,E,D,B,0.3
A,E,D,B,E,0.09
E,B,B,E,C,0.09
C,C,E,E,B,0.09
E,E,B,A,B,0.09
A,C,D,B,E,0.3
C,C,D,D,A,1
B,B,B,C,E,0.3
B,E,A,E,A,0.09
D,B,B,A,D,1
B,B,E,B,D,0.3
C,A,C,A,E,0.3
B,B,A,C,D,1
E,C,B,B,A,0.3
A,C,A,B,E,0.3
E,C,C,E,B,0.09
A,C,D,E,D,0.3
B,D,D,C,A,1
A,B,C,C,C,1
D,C,C,A,B,1
A,E,E,C,A,0.09
D,D,D,E,B,0.3
A,D,B,C,A,1
B,E,B,A,D,0.3
D,A,C,E,E,0.09
C,A,D,D,A,1
C,D,C,C,B,1
B,A,E,D,C,0.3
E,E,A,A,E,0.027
E,C,E,C,B,0.09
B,E,D,A,C,0.3
A,B,C,E,C,0.3
A,A,C,C,E,0.3
B,B,B,D,E,0.3
C,B,E,A,E,0.09
C,A,A,C,A,1
E,B,C,C,A,0.3
D,C,C,D,B,1
B,C,A,E,D,0.3
D,D,D,D,C,1
A,D,B,E,A,0.3
B,A,C,A,D,1
E,C,B,D,C,0.3
E,C,B,C,C,0.3
C,C,A,B,B,1
B,E,E,D,A,0.09
E,D,B,C,C,0.3
E,E,D,A,D,0.09
C,A,B,C,D,1
E,B,E,D,B,0.09
D,D,C,A,A,1
E,E,A,A,B,0.09
A,E,B,D,A,0.3
E,B,E,D,A,0.09
D,C,A,A,C,1
C,B,B,D,A,1
A,D,A,D,E,0.3
D,E,E,A,A,0.09
A,E,A,D,E,0.09
E,E,B,D,D,0.09
D,E,C,B,D,0.3
A,D,D,C,C,1
B,D,D,B,B,1
C,B,E,D,D,0.3
C,A,E,C,D,0.3
B,B,E,E,D,0.09
E,E,A,B,C,0.09
B,A,D,D,E,0.3
B,B,C,A,A,1
B,D,E,B,E,0.09
E,B,E,A,A,0.09
B,E,A,A,D,0.3
A,E,B,B,D,0.3
E,C,C,E,E,0.027
C,E,A,D,E,0.09
D,B,A,D,A,1
E,A,C,B,E,0.09
B,C,E,E,D,0.09
E,B,A,B,E,0.09
A,D,E,E,A,0.09
E,B,A,C,E,0.09
C,D,B,A,E,0.3
D,E,E,C,E,0.027
D,C,D,A,B,1
A,A,E,D,D,0.3
C,A,E,D,C,0.3
B,C,E,C,D,0.3
D,A,B,D,D,1
C,D,A,E,A,0.3
E,B,A,A,A,0.3
C,D,B,E,C,0.3
A,A,A,D,B,1
D,A,D,D,C,1
A,E,E,B,B,0.09
C,E,D,C,E,0.09
D,D,D,D,C,1
B,A,B,D,C,1
A,D,A,A,B,1
C,C,B,D,D,1
B,D,C,E,A,0.3
C,D,E,B,B,0.3
A,C,D,B,C,1
E,E,A,D,E,0.027
B,C,B,A,B,1
E,B,C,D,C,0.3
B,D,B,C,C,1
D,A,A,B,E,0.3
E,D,B,D,C,0.3
E,D,D,C,D,0.3
B,C,C,D,E,0.3
A,C,B,D,D,1
C,E,C,B,C,0.3
E,D,E,A,B,0.09
C,D,E,C,D,0.3
A,C,B,D,D,1
A,A,A,D,B,1
B,E,D,D,B,0.3
A,D,D,E,C,0.3
B,B,C,B,A,1
D,B,E,A,C,0.3
B,E,B,E,C,0.09
E,C,E,C,C,0.09
C,D,E,A,B,0.3
D,C,C,A,D,1
E,A,B,B,D,0.3
A,C,E,A,C,0.3
C,E,D,A,E,0.09
B,B,C,A,E,0.3
B,A,E,A,D,0.3
A,E,B,B,A,0.3
B,A,B,D,C,1
E,D,B,C,E,0.09
C,D,E,D,B,0.3
D,D,D,A,D,1
B,E,A,A,A,0.3
C,C,D,B,E,0.3
B,C,B,A,C,1
B,C,E,A,A,0.3
C,C,A,A,A,1
C,E,C,D,D,0.3
A,C,E,C,B,0.3
D,C,E,B,D,0.3
B,D,C,D,B,1
D,D,D,A,C,1
B,C,D,B,E,0.3
D,D,D,A,A,1
E,B,C,C,D,0.3
E,E,D,A,D,0.09
D,B,B,A,C,1
B,C,C,A,B,1
E,D,B,E,A,0.09
C,D,D,C,E,0.3
A,C,B,D,B,1
A,D,C,E,E,0.09
D,B,B,B,A,1
A,D,C,B,D,1
E,A,C,B,D,0.3
C,C,C,C,D,1
B,A,E,E,A,0.09
